id,Row#,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,MinOfUpperTRange,AverageOfUpperTRange,MaxOfLowerTRange,MinOfLowerTRange,AverageOfLowerTRange,RainingDays,AverageRainingDays,fruitset,fruitmass,seeds,yield
5909,38.0,25.0,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.488047919,0.445306369,35.55511529,5741.31418
5910,693.0,25.0,0.5,0.38,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.523845567,0.462760521,37.25124178,6412.47345
5911,95.0,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.527742687,0.463759475,37.62889677,7004.01554
5912,431.0,12.5,0.25,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.512802719,0.459464772,36.31159312,5996.07855
5913,726.0,25.0,0.5,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.474009658,0.418732102,34.8499528,5684.14351
5914,690.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.504853246,0.453649741,36.36293728,6132.41738
5915,323.0,12.5,0.25,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.545094508,0.479866804,38.53456885,6598.85404
5916,415.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.612222602,0.40878935,43.93700206,8307.38018
5917,488.0,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.58492102,0.486816771,40.57450377,7019.69438
5918,201.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.582482579,0.489992416,40.56148952,7230.1325
5919,536.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.499992838,0.410575532,32.81579359,4808.60902
5920,276.0,12.5,0.25,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.611397858,0.513721618,45.95298911,8671.71681
5921,754.0,25.0,0.5,0.38,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.566719686,0.462462315,36.28998253,7044.56761
5922,103.0,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.496598201,0.424609234,35.89130977,5916.86224
5923,534.0,25.0,0.5,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.476202171,0.439040667,34.89511705,5399.86113
5924,331.0,12.5,0.25,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.596753394,0.493257523,41.78212739,7907.24067
5925,113.0,12.5,0.25,0.25,0.25,0.63,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.524887803,0.458530485,37.33160636,6320.96112
5926,521.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.450102564,0.405525072,32.41787171,5628.71053
5927,232.0,12.5,0.25,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.53434503,0.465952713,37.29886067,7241.37053
5928,410.0,12.5,0.25,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.532426131,0.466474508,37.96686445,6620.09877
5929,495.0,25.0,0.5,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.442693354,0.42403139,33.97729329,4870.62537
5930,243.0,12.5,0.25,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.583378727,0.482227496,40.4613306,7479.93417
5931,600.0,25.0,0.5,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.559215109,0.455238354,36.60011315,6749.51819
5932,728.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.392540298,0.394971427,31.10924166,4282.70063
5933,607.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.481472551,0.441974474,35.11807556,5556.3746
5934,387.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.546003143,0.449306369,38.143078,7416.70776
5935,689.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.507541905,0.450692194,36.98857322,6994.24801
5936,377.0,12.5,0.25,0.38,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.494584864,0.423053154,34.87061011,5882.96562
5937,576.0,25.0,0.5,0.25,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.504853246,0.450692194,36.69768447,6795.88187
5938,552.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.354086468,0.392787396,29.37060684,3626.36653
5939,491.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.51425307,0.45370258,37.33661143,6292.96076
5940,449.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.449875425,0.436865942,31.3788738,4853.8076
5941,683.0,25.0,0.5,0.38,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.508275418,0.454917386,36.82658691,6772.93347
5942,77.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,41.2,50.2,24.3,41.2,1.0,0.1,0.451910565,0.398804938,31.88184658,5912.43376
5943,242.0,12.5,0.25,0.25,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.384646205,0.383382075,29.2486781,3900.34404
5944,103.0,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.442693354,0.398255665,33.97877886,5200.57849
5945,203.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.4965362,0.446570029,35.57209886,5970.68186
5946,203.0,12.5,0.25,0.25,0.5,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.582482579,0.488638858,39.7419306,7554.4683
5947,471.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.376670148,0.392787396,30.12737627,3804.61017
5948,530.0,25.0,0.5,0.25,0.75,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.404617089,0.417947008,31.78135831,4460.91457
5949,189.0,12.5,0.25,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.536128074,0.449871489,37.7247238,6852.97971
5950,342.0,12.5,0.25,0.25,0.75,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.627857666,0.502786993,42.93997745,7554.4683
5951,631.0,25.0,0.5,0.25,0.75,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.489823352,0.442535249,35.82485206,5966.71128
5952,479.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.408178454,0.409862936,31.6656798,4558.98072
5953,679.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.507541905,0.457845739,36.82816896,6394.07791
5954,451.0,12.5,0.25,0.38,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.577201619,0.483787993,40.39944387,7317.95104
5955,478.0,25.0,0.5,0.25,0.38,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.392540298,0.391582692,30.65269019,4062.73953
5956,23.0,37.5,0.25,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.392583006,0.402362581,31.02327724,4245.28573
5957,416.0,12.5,0.25,0.38,0.5,0.63,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.626397463,0.516147572,43.2784975,8357.06722
5958,547.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.521950271,0.455560504,37.3001964,6146.83152
5959,45.0,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.63346314,0.502062222,46.36934409,7532.82953
5960,683.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.520637077,0.436459223,36.31159312,6180.95142
5961,617.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.50831235,0.452074913,36.01862394,6098.11317
5962,493.0,25.0,0.5,0.25,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.565324698,0.476002331,39.85898134,6846.00686
5963,240.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.404225284,0.404869033,31.07883034,4254.82514
5964,413.0,12.5,0.25,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.582482579,0.446575791,40.65549833,7207.4203
5965,24.0,37.5,0.25,0.25,0.25,0.25,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.340063353,0.388525442,28.45383631,3373.43684
5966,706.0,25.0,0.5,0.38,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.477940817,0.438231396,34.43568098,5347.51393
5967,114.0,12.5,0.25,0.25,0.25,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.50706065,0.45088902,36.55432716,5684.14351
5968,300.0,12.5,0.25,0.25,0.63,0.5,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.627442488,0.510839162,44.73173641,8254.05731
5969,454.0,25.0,0.5,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.527591617,0.462760521,37.55556802,6880.7759
5970,668.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.507748656,0.442248924,35.71826335,6299.22636
5971,385.0,12.5,0.25,0.38,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.595306377,0.491124144,41.6216451,7206.90196
5972,372.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.540082008,0.460180133,37.62977375,6958.17479
5973,513.0,25.0,0.5,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.414830175,0.409438226,31.43977899,4323.93099
5974,507.0,25.0,0.5,0.25,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.498793068,0.446450716,35.92331365,6263.80788
5975,109.0,12.5,0.25,0.25,0.25,0.63,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.598814008,0.494588902,41.92156882,7122.49056
5976,586.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.481204499,0.447536765,35.89130977,5828.73212
5977,582.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.370946044,0.364725785,29.3286186,3712.99786
5978,569.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.383786508,0.4002977,30.90686128,4558.98072
5979,165.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.48180056,0.445308404,35.17991165,5773.00842
5980,596.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.583378727,0.492820232,41.08127039,7608.62182
5981,9.0,37.5,0.75,0.25,0.25,0.25,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.480072982,0.424728104,34.12272267,5529.06614
5982,424.0,12.5,0.25,0.38,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.480707687,0.424902006,33.85831713,5504.75083
5983,228.0,12.5,0.25,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.605758307,0.50020424,41.07457289,7924.51678
5984,745.0,25.0,0.5,0.38,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.564794821,0.485989695,39.18675925,6260.47363
5985,495.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.625727004,0.516666897,43.95536146,8109.2305
5986,384.0,12.5,0.25,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.582482579,0.494864674,41.36494454,7117.95038
5987,414.0,12.5,0.25,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.575589557,0.48881217,40.17143065,7558.00588
5988,615.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.534126224,0.464892019,37.52543015,7969.02575
5989,325.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.536128074,0.446575791,36.31013579,6392.35667
5990,605.0,25.0,0.5,0.25,0.75,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.426228043,0.417908804,34.80493321,4905.49871
5991,390.0,12.5,0.25,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.566319234,0.469892556,39.22848885,6920.08427
5992,334.0,12.5,0.25,0.25,0.75,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.612633396,0.45807618,36.3572405,8166.59786
5993,588.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.498715892,0.44252903,35.71826335,5817.18527
5994,108.0,12.5,0.25,0.25,0.25,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.617635584,0.504877559,42.59849195,8064.73881
5995,97.0,12.5,0.25,0.25,0.25,0.5,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.404225284,0.408444733,30.73453761,4016.3616
5996,598.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.494906594,0.443754909,35.93380223,5920.48718
5997,205.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.57467888,0.468493268,39.98873363,7024.74836
5998,41.0,37.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.254793403,0.342825548,27.3454535,2825.00374
5999,196.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.531891546,0.451986086,37.07173864,8318.79889
6000,553.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.553032347,0.470852882,37.81761708,6480.80815
6001,642.0,25.0,0.5,0.38,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.426064568,0.414272565,33.44938499,4968.60117
6002,613.0,25.0,0.5,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.403217329,0.400247657,30.68558673,4166.29973
6003,740.0,25.0,0.5,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.394441163,0.400980125,30.5797224,4228.81888
6004,199.0,12.5,0.25,0.25,0.38,0.75,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.483872542,0.440375173,35.0423614,5552.72387
6005,581.0,25.0,0.5,0.25,0.63,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.53513718,0.431142084,38.4173944,6929.5548
6006,105.0,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.544066693,0.461179325,37.80745277,6263.80788
6007,343.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.508104246,0.452680279,35.6972028,5828.73212
6008,193.0,12.5,0.25,0.25,0.38,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.572725923,0.461903766,40.22334958,7884.56772
6009,518.0,25.0,0.5,0.25,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.363981224,0.394606103,30.12462708,3712.99786
6010,47.0,25.0,0.25,0.25,0.25,0.38,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.390063566,0.401275192,30.79835142,3901.98955
6011,560.0,25.0,0.5,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.425493214,0.432722017,32.28899894,4503.16186
6012,601.0,25.0,0.5,0.25,0.75,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.39936701,0.409438226,31.92881551,4320.87416
6013,309.0,12.5,0.25,0.25,0.75,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.530112463,0.462697311,37.02177209,6493.63712
6014,141.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.583697575,0.485218942,40.40291611,7071.83395
6015,185.0,12.5,0.25,0.25,0.38,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.547743879,0.46618285,37.96058614,6770.23332
6016,757.0,25.0,0.5,0.38,0.5,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.611397858,0.50404651,42.11266981,7903.51351
6017,596.0,25.0,0.5,0.25,0.63,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.432911682,0.419851618,32.88840203,4808.60902
6018,221.0,25.0,0.5,0.25,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.583697575,0.482118713,40.22738685,7322.60914
6019,349.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.572046486,0.472468254,39.98873363,6960.10751
6020,517.0,25.0,0.5,0.25,0.5,0.63,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.489083314,0.420315723,34.87598919,5750.88107
6021,576.0,25.0,0.5,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.506987743,0.45981941,36.36293728,6132.99793
6022,298.0,12.5,0.25,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,24.0,0.39,0.489635345,0.433081146,34.87598919,5329.2632
6023,202.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.372318474,0.383581787,30.13586876,3784.11935
6024,132.0,12.5,0.25,0.25,0.38,0.38,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.488485703,0.418867231,33.97877886,5920.48718
6025,133.0,12.5,0.25,0.25,0.25,0.75,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.498696418,0.446518367,35.72822346,5772.91016
6026,197.0,12.5,0.25,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.596036127,0.491124144,40.92210139,7570.60862
6027,597.0,25.0,0.5,0.25,0.63,0.75,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.500058984,0.424803532,35.64843789,5575.39447
6028,329.0,12.5,0.25,0.25,0.75,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.48180056,0.424657113,35.92331365,6058.64876
6029,757.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.558394035,0.478135139,39.81661146,7136.98445
6030,526.0,25.0,0.5,0.25,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.555568429,0.470852882,38.82636429,6543.97182
6031,85.0,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.463097152,0.42912225,35.27931173,5217.13976
6032,177.0,12.5,0.25,0.25,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.611725787,0.503663416,42.79905453,7510.79057
6033,656.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.477832221,0.436345708,33.59602928,5529.06614
6034,733.0,25.0,0.5,0.38,0.5,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.57467888,0.486075422,39.44864975,7357.3589
6035,159.0,12.5,0.25,0.25,0.38,0.38,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.575785764,0.488415506,40.65549833,7101.75783
6036,742.0,25.0,0.5,0.38,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.490242145,0.446570029,34.02922281,5773.00842
6037,684.0,25.0,0.5,0.38,0.38,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.615611893,0.510575061,43.79905453,8007.20621
6038,83.0,12.5,0.25,0.25,0.25,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.617868887,0.527895672,45.47838117,8175.45619
6039,235.0,12.5,0.25,0.25,0.5,0.5,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.598281018,0.495185183,41.13589278,8969.40184
6040,472.0,25.0,0.5,0.25,0.38,0.63,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.529162599,0.442789316,35.64822051,6249.47082
6041,716.0,25.0,0.5,0.38,0.5,0.5,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.444254359,0.424380104,33.12546719,5322.84043
6042,648.0,25.0,0.5,0.25,0.75,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.520592483,0.417947008,35.88512085,6598.85404
6043,714.0,25.0,0.5,0.38,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.498696418,0.44252903,35.18441169,5946.15842
6044,305.0,12.5,0.25,0.25,0.63,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.575785764,0.484588902,39.7419306,7761.15796
6045,543.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.451083154,0.439040667,32.15868546,4898.83586
6046,30.0,25.0,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.354086468,0.388821721,27.44242745,3998.05416
6047,288.0,12.5,0.25,0.25,0.63,0.63,77.4,46.8,64.7,55.8,27.0,45.8,1.0,0.1,0.592798225,0.490020262,40.7940564,7556.10991
6048,719.0,25.0,0.5,0.38,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,24.0,0.39,0.525947983,0.519455977,43.07173864,8634.77583
6049,685.0,25.0,0.5,0.38,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.496826261,0.446912521,35.89837298,5628.8828
6050,719.0,25.0,0.5,0.38,0.5,0.5,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.4965362,0.446575791,36.34050331,5735.13303
6051,574.0,25.0,0.5,0.25,0.63,0.5,69.7,42.1,58.2,50.2,24.3,41.2,1.0,0.1,0.505120461,0.424609234,35.64822051,6254.65511
6052,576.0,25.0,0.5,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.452394363,0.41985155,33.31178956,5046.45734
6053,25.0,25.0,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.451291733,0.423927032,33.3532206,4850.03746
6054,659.0,25.0,0.5,0.38,0.38,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.58492102,0.494864674,40.41794736,7451.72563
6055,79.0,12.5,0.25,0.25,0.25,0.25,69.7,42.1,58.2,50.2,24.3,41.2,34.0,0.56,0.425493214,0.394971427,32.62780351,4694.60819
6056,71.0,12.5,0.25,0.25,0.25,0.25,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.455384537,0.428771298,33.49849454,5305.74363
6057,330.0,12.5,0.25,0.25,0.75,0.63,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.481472551,0.44549439,35.6026819,5462.13394
6058,523.0,25.0,0.5,0.25,0.5,0.63,94.6,57.2,79.0,68.2,33.0,55.9,34.0,0.56,0.603544257,0.497978979,41.71941614,7732.22522
6059,283.0,12.5,0.25,0.25,0.63,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.553663086,0.460322355,37.25124178,6515.30587
6060,619.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,16.0,0.26,0.535364693,0.46935993,38.3054111,6836.39728
6061,284.0,12.5,0.25,0.25,0.63,0.5,94.6,57.2,79.0,68.2,33.0,55.9,1.0,0.1,0.584016198,0.488005014,41.44744954,7888.41493
6062,426.0,12.5,0.25,0.38,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.593029845,0.491813116,41.76622653,7529.17505
6063,515.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,1.0,0.1,0.480072982,0.442952601,35.51753863,5503.09583
6064,493.0,25.0,0.5,0.25,0.38,0.75,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.476382696,0.439040667,34.87061011,5329.2632
6065,252.0,12.5,0.25,0.25,0.5,0.75,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.611725787,0.506852617,42.40915749,7935.09476
6066,653.0,25.0,0.5,0.38,0.38,0.5,86.0,52.0,71.9,62.0,30.0,50.8,16.0,0.26,0.58704878,0.490981116,40.22738685,7064.16978
6067,137.0,12.5,0.25,0.25,0.38,0.38,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.489326401,0.430113965,34.33849206,5454.63385
6068,603.0,25.0,0.5,0.25,0.75,0.63,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.466297848,0.417915449,34.8789274,5498.46022
6069,594.0,25.0,0.5,0.25,0.63,0.75,77.4,46.8,64.7,55.8,27.0,45.8,34.0,0.56,0.473142233,0.439278501,34.62976419,4813.45285
6070,481.0,25.0,0.25,0.25,0.38,0.25,77.4,46.8,64.7,55.8,27.0,45.8,24.0,0.39,0.320417393,0.372179064,27.3454535,3049.39771
6071,541.0,25.0,0.5,0.25,0.5,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.505120461,0.450498441,35.88512085,6146.83152
6072,658.0,25.0,0.5,0.38,0.38,0.5,69.7,42.1,58.2,50.2,24.3,41.2,16.0,0.26,0.508296527,0.411546877,36.82658691,6274.93484
6073,565.0,25.0,0.5,0.25,0.63,0.63,94.6,57.2,79.0,68.2,33.0,55.9,16.0,0.26,0.50476135,0.450498441,36.16604354,6146.83152
6074,544.0,25.0,0.5,0.25,0.5,0.5,86.0,52.0,71.9,62.0,30.0,50.8,34.0,0.56,0.363981224,0.377566465,29.73999168,3494.94296
6075,594.0,25.0,0.5,0.25,0.63,0.75,86.0,52.0,71.9,62.0,30.0,50.8,24.0,0.39,0.39936701,0.405525072,30.79561296,4016.3616
